year,month,day,hour,temperature,humidity,wind_speed,air_quality_index,noise_level,precipitation,solar_radiation
2022,8,5,18,27.296027379221353,53.80473223766041,4.320441530279321,95.46118707097155,50.212545443974406,6.762392230908739,666.3938202686098
2020,8,4,14,11.875966699180998,45.89154732089557,0.7553492074866941,14.783689452802085,67.6150048544779,4.921999781194152,184.8119890129774
2021,4,23,15,23.061684439861978,48.01371500619335,9.098113563556609,85.02649908378747,66.15566296162021,8.952888563144052,410.2244235421395
2022,9,3,11,16.663601226417263,46.72403040620283,4.479003215719544,24.825811407298747,61.680800285760995,9.743819685938593,544.9197898425575
2020,8,24,19,17.734306545443282,46.223274563694495,8.385661414378813,93.39334508549742,54.113731257118516,8.198020675090005,103.92135546948333
2021,4,20,17,21.420395018086076,64.73125021910471,9.794644497055122,22.714792644865454,74.01824979942921,9.92679617485444,745.8830969730516
2021,8,20,21,19.598335965951446,59.38545149759321,6.777791788202396,74.69617859648055,68.38811013200214,3.4837059839430315,208.5074520227084
2020,5,8,11,17.63558877019709,40.099752245886314,9.015107571341733,6.211790085997015,50.861044961266344,8.957553787544835,255.0679384025745
2021,5,24,15,16.166468436394627,78.48130095830979,1.3536752050300238,62.98134371601777,60.0675464925404,3.2993362879737953,532.8925904874059
2020,6,13,19,22.366306044630644,51.38627576771596,8.299936458624359,21.867421791594076,46.25084835297053,1.1803807530595356,62.553317708906775
2020,10,3,10,20.111593036592506,58.30432005340392,2.7121733320997587,67.0172541648236,53.15105164407629,6.213736953114487,502.0901519348933
2020,9,13,21,16.466182510217607,65.13004833948813,4.725980388421609,63.58293376248469,79.88560731454135,4.549886343119963,732.8239681486003
2022,9,18,19,14.099220377551177,60.68386883384477,6.465826490943323,92.36958796601623,48.95376881068784,9.216992334306179,199.27244424113982
2021,7,23,13,25.489363919275043,45.55258845478004,9.035435925352138,62.66764306204482,67.93209422872553,4.9219388757801505,289.52618142768216
2020,5,20,1,25.994298490557757,69.88532867436884,9.10993800929742,40.82488116499078,49.536745831081134,9.27632579314303,185.86716601700618
2021,11,16,12,14.275762539604052,35.507681978981346,0.9210237714184499,19.35678048492031,77.52538156023246,0.7863386719510257,655.0149991303473
2021,11,17,13,15.232980264892007,58.44979173518357,3.645554888210584,65.74510085441396,52.4053137996147,8.305118357463346,134.0862588035731
2021,12,16,5,14.782860450029737,43.665861150705034,7.931752066842167,11.636660392283249,53.867562985868375,7.591142684643824,277.30258834868556
2022,10,19,11,27.69139491153083,60.78811838365091,7.031568892322254,82.85168269217678,63.75439092264749,7.199782734785423,480.8174571401093
2022,12,10,6,25.48260762123701,40.89967405421849,0.2635244502082801,24.73345469388637,63.52447084459739,3.5513585506878975,323.6435461327994
2020,6,26,3,11.491470464999614,68.60998276046692,4.498894050569497,52.41588982487298,63.16305559188719,7.837596359975745,52.375451605662434
2022,7,10,6,26.653318996541714,41.37681656329163,8.292530951236177,59.59473043293955,62.93018673624963,4.832965792447769,758.1765340920741
2021,6,26,12,10.737036414515833,74.51960674834163,7.376844373337727,36.24899903974869,52.48747574880835,7.152035108847681,270.3203534068531
2022,8,20,10,15.063995819660255,73.07774523351156,4.118497923323226,66.38737775722464,57.37640893354167,5.522271467851704,356.52097021182226
2020,12,29,7,28.379827681932298,48.11967260069056,7.351611223467555,25.021695889213003,63.73733772563908,1.5743970453341105,134.03626816269264
2022,12,14,18,27.28662589532419,49.29101444370129,5.512107091366065,3.4624573776595446,66.85080494668463,0.6455859017330223,692.2801912367386
2022,12,3,1,25.628690294492294,65.07517288437452,9.126289980682865,95.92677361349364,50.125160540943796,3.6618665120340377,233.14303029168926
2021,8,15,20,19.15094458218499,34.51867689862419,5.871271744005437,32.004583134315,68.05900246811763,9.327888229458484,15.858434719569825
2021,6,25,17,16.428282020400154,34.04597060878397,4.007341787943681,71.34622346604667,76.93105000450547,5.297350208215531,253.1220660703337
2020,11,17,20,27.630916750809135,36.81620984169716,8.629206245682344,50.75336069203807,70.31710813375155,8.021920676168708,787.2477476263168
2021,10,9,9,23.141481805384245,58.123766772492615,0.49868842306640904,66.89986771130042,43.36931211290887,5.759530706488314,117.47429825199616
2020,1,14,5,15.910177100955869,37.45011524155466,9.005106436374767,11.093652251567775,58.76504880360084,9.579052862734375,24.961990390821942
2021,9,9,23,19.263917559308965,43.88086408864907,6.9634681449778535,51.88478751160991,57.41055342156298,3.6945556215460087,462.5404721831861
2020,12,24,21,27.630004445232384,62.3455703770104,9.40605860424078,39.221955351222036,53.46013248073054,0.5705045537797293,297.33323717400646
2020,7,12,3,28.06910872156443,30.781188891835775,2.5050486912695833,45.18495668337076,59.65280559612013,7.806683833055846,635.9802393683613
2020,12,28,18,23.18604187943459,39.01183039767349,6.949213646398613,96.62083329442363,57.58535093599515,7.054565083310914,585.5102110869802
2022,11,29,13,24.651117214340676,76.49653314378519,8.094632669059946,13.628890483689226,40.246819086694416,5.275343822383461,148.33522247986127
2022,2,6,13,10.785956664576071,63.17888117043565,7.021025797858767,75.47001764113983,49.46221112368279,3.2639124319031465,451.7058441240798
2021,1,31,17,22.09201015274376,45.27755571116067,2.1033370228926507,33.034279417328136,48.551285811293894,1.8826514768943925,25.948805964867905
2020,4,16,16,23.77985136741954,32.26517120305843,2.755895680728436,29.03579876237623,53.97038164971198,4.822760441763143,351.5825825075816
2022,11,6,17,10.407542941604632,59.30244042062135,5.667423484526736,27.07773958992653,46.9782696689722,6.662014092904869,571.242577574686
2021,6,10,17,26.877179759125113,41.14331549462203,4.467506026907695,34.878155322289096,42.71205774846048,5.788864293701929,331.9670336702161
2022,10,7,4,28.565700233014823,78.00877193591666,7.351171884165283,35.71170595936061,47.86451420140051,4.37490510371608,94.36331825612871
2022,2,22,8,14.758729048375761,64.34804774934223,3.7867669146632044,27.074700518197137,74.1674714567786,5.39694444329195,49.22686959148326
2021,6,8,0,26.91591865393929,78.7061943173053,8.594805218597227,66.74931477734759,71.88157363458117,1.0795493031459846,682.9275598249413
